index,Company,TypeName,Inches,ScreenResolution,Cpu,ram,Memory,memory_space,memory_type,extend_memory,gpu_brand,OpSys,gpu_name,Weight,price,extend_memory_type
638,Lenovo,"2 in 1 Convertible",13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.37,93635,NULL
639,Dell,Notebook,16.0,"4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"1TB SSD",1TB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.06,127819,NULL
640,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050M",2.5,59088,HDD
641,HP,Notebook,17.0,1600x900,"AMD A9-Series 9420 3GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R5",2.6,27754,NULL
642,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.14,130536,NULL
643,Asus,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,NA," GeForce GTX 1050 Ti",2.5,62284,NULL
644,Acer,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.4,23976,NULL
645,Lenovo,Notebook,14.0,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics",1.43,14599,NULL
646,Acer,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," Graphics 620",1.8,48964,NULL
647,Razer,Gaming,14.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1060",1.95,138475,NULL
648,Toshiba,Notebook,13.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.2,64629,NULL
649,Lenovo,Ultrabook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.36,84396,NULL
650,Asus,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",32,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce GTX 1080",3.8,149131,NULL
651,Acer,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,linux," GeForce GTX 1050",2.4,37776,NULL
652,Dell,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.2,77251,NULL
653,MSI,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050 Ti",2.2,63499,HDD
654,HP,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,NA," HD Graphics 520",1.86,19442,NULL
655,Toshiba,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.0,56690,NULL
656,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 530",6.2,48964,NULL
657,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"256GB SSD +  2TB HDD",256GB," SSD   ",2TB,AMD,windows," Radeon 530",2.2,60473,HDD
658,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 960",3.31,63723,HDD
659,Dell,Gaming,17.0,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",32,"512GB SSD +  1TB HDD",512GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",4.42,167692,HDD
660,Dell,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.56,65481,NULL
661,Lenovo,Notebook,16.0,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 500",2.2,22324,NULL
662,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.2,28505,NULL
663,HP,Notebook,16.0,1920x1080,"Intel Core i3 6006U 2GHz",6,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R5 M430",2.04,28718,NULL
664,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.7,79215,HDD
665,Toshiba,Notebook,16.0,1366x768,"Intel Core i3 6100U 2.1GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",2.1,26533,NULL
667,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon 530",2.1,39694,NULL
668,Toshiba,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.0,67026,NULL
669,Acer,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,linux," HD Graphics 520",2.1,21951,NULL
670,Microsoft,Ultrabook,14.0,"Touchscreen 2256x1504","Intel Core i7 7600U 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," Iris Plus Graphics 640",1.252,99519,NULL
671,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,AMD,windows," Radeon R5 M430",1.90,43580,HDD
672,Lenovo,"2 in 1 Convertible",13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.3,55092,NULL
673,Lenovo,Notebook,36.0,1366x768,"AMD E-Series E2-9000 2.2GHz",4,"128GB SSD",128GB," SSD",NULL,AMD,windows," Radeon R2 Graphics",2.2,18595,NULL
674,HP,"2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz",4,"128GB SSD",128GB," SSD",NULL,Nvidia,windows," GeForce 940MX",1.63,37243,NULL
675,MSI,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.4,68944,HDD
676,Asus,Ultrabook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.1,60473,NULL
677,HP,"2 in 1 Convertible",12.0,"Touchscreen 1366x768","Intel Celeron Dual Core N3350 1.1GHz",8,"64GB Flash Storage",64GB," Flash Storage",NULL,Intel,others," HD Graphics 500",1.4,26374,NULL
678,LG,Ultrabook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.09,122491,NULL
679,Acer,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",16,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050 Ti",2.5,69211,NULL
680,MSI,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.2,53168,NULL
681,Asus,Notebook,16.0,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 500",1.86,22324,NULL
682,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",3.21,109277,HDD
683,HP,Notebook,17.0,"IPS Panel Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon R5 520",2.5,37243,NULL
684,Lenovo,"2 in 1 Convertible",13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.19,79867,NULL
685,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",3.49,149917,HDD
686,HP,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,AMD,windows," Radeon 520",1.86,32640,NULL
687,Dell,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R5 M430",2.2,29073,NULL
688,HP,Notebook,17.0,"IPS Panel Full HD 1920x1080","AMD A10-Series 9600P 2.4GHz",6,"2TB HDD",2TB," HDD",NULL,AMD,windows," Radeon R7 M440",2.65,30316,NULL
689,Lenovo,Notebook,16.0,1366x768,"Intel Celeron Dual Core 3855U 1.6GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 510",2.1,16943,NULL
690,Acer,Notebook,14.0,1366x768,"Intel Celeron Dual Core 3855U 1.6GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,others," HD Graphics 510",1.45,19980,NULL
691,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.7,37243,NULL
692,HP,Workstation,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"500GB HDD",500GB," HDD",NULL,Nvidia,windows," Quadro M1200",3.14,101658,NULL
693,Lenovo,"2 in 1 Convertible",14.0,"Touchscreen 2560x1440","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.42,137995,NULL
694,Toshiba,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.5,51841,NULL
695,Acer,Netbook,12.0,1366x768,"Intel Celeron Dual Core N3050 1.6GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics",1.4,14332,NULL
696,Lenovo,"2 in 1 Convertible",14.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.38,93187,NULL
697,Asus,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core M M3-6Y30 0.9GHz",4,"64GB Flash Storage",64GB," Flash Storage",NULL,Intel,others," HD Graphics 515",1.2,35644,NULL
698,Toshiba,Ultrabook,13.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 6500U 2.5GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 520",1.36,100007,NULL
700,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce GTX 1050",2.56,43636,NULL
701,Lenovo,Notebook,16.0,"Full HD 1920x1080","AMD A9-Series 9420 2.9GHz",4,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 530",2.2,21259,NULL
702,Lenovo,Notebook,16.0,1366x768,"AMD A12-Series 9720P 3.6GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R7",2.2,22857,NULL
703,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"1TB HDD +  1TB HDD",1TB," HDD    HDD",NULL,Intel,windows," HD Graphics 620",2.1,33111,NULL
704,Lenovo,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,NA," HD Graphics 520",1.90,23976,NULL
705,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.18,42358,NULL
706,Acer,"2 in 1 Convertible",13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",1,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.6,53227,NULL
707,Lenovo,Workstation,16.0,"Full HD 1920x1080","Intel Core i7 6500U 2.5GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," Quadro M520M",2.18,98834,NULL
708,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 6300HQ 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.8,63456,NULL
709,HP,Notebook,17.0,"IPS Panel Full HD 1920x1080","AMD A10-Series 9620P 2.5GHz",6,"2TB HDD",2TB," HDD",NULL,AMD,windows," Radeon 530",2.71,34899,NULL
710,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050 Ti",2.5,66547,HDD
711,Dell,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,linux," GeForce 930MX",1.64,58022,NULL
712,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,linux," HD Graphics 620",1.98,38681,NULL
713,Asus,Notebook,14.0,"Full HD 1920x1080","Intel Celeron Dual Core N3350 1.1GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics 500",1.5,15877,NULL
714,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.93,76012,NULL
715,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 920MX",1.87,45665,NULL
716,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.9,62817,NULL
717,Lenovo,Notebook,16.0,1366x768,"AMD A6-Series 7310 2GHz",4,"500GB HDD",500GB," HDD",NULL,AMD,windows," Radeon R4",2.19,15877,NULL
718,Mediacom,Notebook,14.0,"IPS Panel Full HD 1920x1200","Intel Atom Z8350 1.92GHz",4,"32GB HDD",32GB," HDD",NULL,Intel,windows," HD Graphics 400",1.4,14119,NULL
719,HP,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX",2.63,63936,NULL
720,Lenovo,Ultrabook,14.0,"IPS Panel Quad HD+ 2560x1440","Intel Core i7 6500U 2.5GHz",64,64GB,64GB,,NULL,Intel,windows," HD Graphics 520",1.17,89864,NULL
721,HP,"2 in 1 Convertible",13.0,"IPS Panel Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.58,44574,NULL
722,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.32,79867,NULL
723,Dell,Gaming,17.0,"4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",32,"1TB SSD +  1TB HDD",1TB," SSD    HDD",NULL,Nvidia,windows," GeForce GTX 1070",4.36,194973,NULL
724,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050 Ti",2.7,71847,HDD
725,Lenovo,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,NA," HD Graphics 620",1.9,26102,NULL
727,Dell,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i3 7100U 2.4GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",1.71,34579,NULL
728,Dell,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,linux," Radeon R7 M445",2.32,31410,NULL
729,HP,Notebook,16.0,"Full HD 1920x1080","AMD A9-Series 9420 3GHz",4,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon 520",2.1,26054,NULL
730,Acer,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",4.2,103097,HDD
731,Dell,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",12,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.25,34579,NULL
732,HP,Notebook,16.0,"Full HD 1920x1080","AMD A9-Series A9-9420 3GHz",6,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,AMD,windows," Radeon 520",2.1,34632,HDD
733,Acer,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.4,29784,NULL
734,Lenovo,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.44,51149,NULL
735,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",1.85,41505,NULL
736,HP,Workstation,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," Quadro M2200",2.6,128884,NULL
737,Dell,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," UHD Graphics 620",1.55,35112,NULL
738,MSI,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",1.8,111594,HDD
739,Acer,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",2.4,21887,NULL
740,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce 940MX",2.0,64309,HDD
741,Dell,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",2,35431,NULL
742,Toshiba,Notebook,14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.25,81785,NULL
743,Lenovo,"2 in 1 Convertible",14.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.7,53227,NULL
744,Lenovo,Workstation,16.0,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7600U 2.8GHz",16,"1TB SSD",1TB," SSD",NULL,Nvidia,windows," Quadro M520M",2.5,175771,NULL
745,Acer,Notebook,14.0,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",2,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,others," HD Graphics 400",1.68,17582,NULL
746,Samsung,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",0.81,87859,NULL
748,Dell,Notebook,14.0,1366x768,"Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.6,60031,NULL
749,HP,Workstation,17.0,"IPS Panel Full HD 1920x1080","Intel Xeon E3-1535M v5 2.9GHz",16,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," Quadro M2000M",3,233846,NULL
750,Lenovo,Netbook,12.0,"Touchscreen 1366x768","Intel Celeron Dual Core N3060 1.6GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 400",1.4,25308,NULL
751,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 6300U 2.4GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.84,101232,NULL
752,Asus,Notebook,16.0,1366x768,"Intel Core i5 6300HQ 2.3GHz",4,"1TB HDD",1TB," HDD",NULL,Nvidia,NA," GeForce GTX 950M",2.45,30849,NULL
754,Asus,Notebook,16.0,1366x768,"Intel Core i7 7500U 2.7GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.37,45283,NULL
755,Lenovo,"2 in 1 Convertible",13.0,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core i5 6260U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 540",1.3,63883,NULL
756,HP,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.2,58555,HDD
757,HP,Workstation,16.0,"Full HD 1920x1080","Intel Core i7 6700HQ 2.6GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," Quadro M1000M",2.59,83170,NULL
758,Dell,Gaming,16.0,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",4.42,152860,HDD
759,Acer,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.1,31915,NULL
760,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.5,55837,HDD
761,Dell,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",16,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.18,99048,NULL
762,Google,Ultrabook,12.0,"Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,others," HD Graphics 615",1.1,83064,NULL
763,Asus,Ultrabook,13.0,"IPS Panel Quad HD+ 3200x1800","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.2,60153,NULL
764,Dell,Notebook,13.0,1366x768,"Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",1.65,45235,NULL
765,Acer,Notebook,13.0,1366x768,"Intel Core i5 6200U 2.3GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",1.6,34898,NULL
766,Asus,Notebook,17.0,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 920MX",2.8,25060,NULL
767,Dell,Gaming,16.0,"IPS Panel Touchscreen / 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 960M",2.72,58555,HDD
768,Samsung,Ultrabook,13.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.31,85195,NULL
769,Acer,Notebook,16.0,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,linux," HD Graphics 505",2.1,15877,NULL
770,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,64GB,64GB,,NULL,AMD,windows," Radeon R7 M445",2.3,62938,NULL
771,Samsung,"2 in 1 Convertible",15.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 540",1.71,95851,NULL
772,Toshiba,Notebook,14.0,"IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",1.75,54346,NULL
773,Dell,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce GTX 1050",2.62,58555,NULL
775,Asus,"2 in 1 Convertible",16.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",12,"2TB HDD",2TB," HDD",NULL,Nvidia,windows," GeForce 940MX",2.3,44702,NULL
776,Lenovo,Notebook,16.0,"4K Ultra HD 3840x2160","Intel Core i7 6820HQ 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," Quadro M2000M",2.5,126274,NULL
777,Acer,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.8,33886,NULL
778,Razer,Gaming,14.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce GTX 1060",1.95,154459,NULL
779,Asus,Notebook,16.0,1920x1080,"Intel Pentium Dual Core N4200 1.1GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 505",2,31004,NULL
